Customer ID,Age,Gender,Location,Subscription Status,Previous Purchases,Preferred Payment Method,Frequency of Purchases
1465,33,Male,Montana,No,23,Bank Transfer,Quarterly
1466,46,Male,Nebraska,No,42,Cash,Bi-Weekly
1467,58,Male,Alabama,No,3,PayPal,Annually
1468,30,Male,Ohio,No,16,Debit Card,Fortnightly
1469,42,Male,Arkansas,No,46,Cash,Fortnightly
1470,28,Male,Mississippi,No,31,PayPal,Every 3 Months
1471,43,Male,California,No,15,Cash,Every 3 Months
1472,31,Male,Alaska,No,48,Venmo,Every 3 Months
1473,39,Male,Indiana,No,11,Cash,Weekly
1474,69,Male,Wisconsin,No,20,Credit Card,Every 3 Months
1475,31,Male,New Jersey,No,6,Credit Card,Monthly
1476,44,Male,Rhode Island,No,24,Cash,Monthly
1477,39,Male,Wyoming,No,18,Credit Card,Monthly
1478,24,Male,Oregon,No,1,PayPal,Every 3 Months
1479,28,Male,Washington,No,13,Venmo,Bi-Weekly
1480,48,Male,Washington,No,2,Bank Transfer,Weekly
1481,39,Male,New Hampshire,No,26,Cash,Quarterly
1482,64,Male,Maryland,No,31,PayPal,Quarterly
1483,28,Male,Wisconsin,No,43,Bank Transfer,Weekly
1484,39,Male,Massachusetts,No,12,Debit Card,Bi-Weekly
1485,49,Male,Nebraska,No,22,Venmo,Every 3 Months
1486,22,Male,Nebraska,No,3,Cash,Fortnightly
1487,25,Male,Idaho,No,23,Venmo,Every 3 Months
1488,40,Male,Arizona,No,26,PayPal,Annually
1489,23,Male,Hawaii,No,37,Credit Card,Weekly
1490,24,Male,Missouri,No,42,Venmo,Quarterly
1491,66,Male,Louisiana,No,15,Venmo,Bi-Weekly
1492,27,Male,Arkansas,No,10,Bank Transfer,Quarterly
1493,62,Male,North Carolina,No,3,Venmo,Quarterly
1494,70,Male,North Dakota,No,44,Credit Card,Quarterly
1495,43,Male,Montana,No,23,Bank Transfer,Fortnightly
1496,45,Male,Rhode Island,No,6,PayPal,Weekly
1497,63,Male,Idaho,No,9,Venmo,Bi-Weekly
1498,69,Male,Michigan,No,16,Debit Card,Every 3 Months
1499,59,Male,Illinois,No,46,Venmo,Fortnightly
1500,19,Male,Georgia,No,24,Credit Card,Every 3 Months
1501,63,Male,Alabama,No,22,Debit Card,Monthly
1502,37,Male,Alaska,No,13,Debit Card,Every 3 Months
1503,37,Male,Massachusetts,No,20,Cash,Fortnightly
1504,50,Male,Michigan,No,46,Cash,Quarterly
1505,60,Male,Alaska,No,10,Bank Transfer,Monthly
1506,46,Male,North Dakota,No,39,Cash,Monthly
1507,35,Male,South Carolina,No,44,PayPal,Quarterly
1508,66,Male,Pennsylvania,No,7,Venmo,Annually
1509,35,Male,Colorado,No,3,Cash,Every 3 Months
1510,20,Male,New Hampshire,No,44,Debit Card,Annually
1511,55,Male,Maryland,No,31,Venmo,Annually
1512,34,Male,Georgia,No,48,Credit Card,Weekly
1513,60,Male,Wisconsin,No,18,PayPal,Bi-Weekly
1514,22,Male,Texas,No,27,Cash,Monthly
1515,26,Male,Utah,No,1,Venmo,Weekly
1516,39,Male,Indiana,No,34,Cash,Weekly
1517,20,Male,Nevada,No,5,Bank Transfer,Bi-Weekly
1518,57,Male,New Hampshire,No,12,Cash,Quarterly
1519,68,Male,New York,No,14,Venmo,Fortnightly
1520,50,Male,Texas,No,40,PayPal,Weekly
1521,21,Male,Iowa,No,39,Cash,Quarterly
1522,29,Male,Washington,No,50,Bank Transfer,Weekly
1523,38,Male,Tennessee,No,5,Debit Card,Monthly
1524,54,Male,Georgia,No,35,Debit Card,Annually
1525,22,Male,Massachusetts,No,6,Cash,Bi-Weekly
1526,29,Male,Oregon,No,22,Cash,Fortnightly
1527,41,Male,Oklahoma,No,27,PayPal,Monthly
1528,26,Male,Wisconsin,No,33,Debit Card,Fortnightly
1529,69,Male,Oregon,No,47,Venmo,Bi-Weekly
1530,20,Male,Georgia,No,48,Credit Card,Bi-Weekly
1531,59,Male,New Mexico,No,22,Bank Transfer,Quarterly
1532,63,Male,Mississippi,No,8,PayPal,Bi-Weekly
1533,68,Male,Wisconsin,No,5,PayPal,Every 3 Months
1534,50,Male,New Hampshire,No,16,Bank Transfer,Quarterly
1535,55,Male,Wyoming,No,26,Venmo,Fortnightly
1536,36,Male,West Virginia,No,8,Venmo,Monthly
1537,18,Male,Michigan,No,17,Cash,Quarterly
1538,68,Male,Alaska,No,50,Venmo,Annually
1539,56,Male,Illinois,No,22,Venmo,Bi-Weekly
1540,32,Male,Hawaii,No,19,Cash,Every 3 Months
1541,28,Male,Colorado,No,14,Bank Transfer,Monthly
1542,24,Male,Illinois,No,35,Cash,Bi-Weekly
1543,59,Male,Hawaii,No,43,PayPal,Weekly
1544,56,Male,Wisconsin,No,24,Venmo,Annually
1545,30,Male,Arkansas,No,17,Debit Card,Bi-Weekly
1546,48,Male,Delaware,No,49,Bank Transfer,Annually
1547,60,Male,Oregon,No,17,Bank Transfer,Annually
1548,46,Male,South Carolina,No,40,Cash,Quarterly
1549,69,Male,Maryland,No,43,Bank Transfer,Weekly
1550,19,Male,Kansas,No,19,Debit Card,Every 3 Months
1551,66,Male,Arkansas,No,40,Bank Transfer,Quarterly
1552,64,Male,Minnesota,No,13,Credit Card,Monthly
1553,54,Male,New Mexico,No,20,Credit Card,Monthly
1554,27,Male,Delaware,No,21,Debit Card,Quarterly
1555,64,Male,Utah,No,18,Cash,Bi-Weekly
1556,43,Male,Ohio,No,44,Cash,Quarterly
1557,43,Male,Alabama,No,26,Credit Card,Quarterly
1558,27,Male,South Dakota,No,34,PayPal,Quarterly
1559,35,Male,New Mexico,No,24,Credit Card,Every 3 Months
1560,43,Male,Oregon,No,23,PayPal,Fortnightly
1561,57,Male,Oregon,No,3,Debit Card,Weekly
1562,50,Male,Mississippi,No,2,Bank Transfer,Quarterly
1563,37,Male,Alabama,No,23,Venmo,Bi-Weekly
1564,68,Male,Kansas,No,8,Cash,Weekly
1565,22,Male,California,No,30,Debit Card,Every 3 Months
1566,58,Male,Idaho,No,48,PayPal,Annually
1567,48,Male,Wyoming,No,21,Cash,Bi-Weekly
1568,30,Male,Minnesota,No,9,Cash,Monthly
1569,51,Male,Washington,No,8,Debit Card,Monthly
1570,20,Male,Hawaii,No,29,Debit Card,Weekly
1571,30,Male,Missouri,No,3,Bank Transfer,Every 3 Months
1572,28,Male,Colorado,No,11,Bank Transfer,Fortnightly
1573,37,Male,Washington,No,16,Debit Card,Monthly
1574,36,Male,North Dakota,No,25,Debit Card,Weekly
1575,18,Male,Minnesota,No,32,PayPal,Bi-Weekly
1576,52,Male,California,No,28,Cash,Fortnightly
1577,56,Male,Michigan,No,36,PayPal,Monthly
1578,68,Male,Delaware,No,7,Venmo,Fortnightly
1579,62,Male,California,No,2,PayPal,Quarterly
1580,35,Male,Oklahoma,No,6,Bank Transfer,Monthly
1581,65,Male,North Dakota,No,30,Cash,Annually
1582,69,Male,Ohio,No,46,Cash,Quarterly
1583,28,Male,Hawaii,No,39,Cash,Monthly
1584,37,Male,Maryland,No,8,Venmo,Annually
1585,41,Male,Hawaii,No,46,Credit Card,Quarterly
1586,37,Male,Alabama,No,40,Debit Card,Fortnightly
1587,25,Male,Oklahoma,No,21,Bank Transfer,Weekly
1588,41,Male,Alabama,No,33,Credit Card,Fortnightly
1589,48,Male,Vermont,No,3,Venmo,Monthly
1590,42,Male,Ohio,No,48,Cash,Weekly
1591,54,Male,Wisconsin,No,8,PayPal,Annually
1592,18,Male,South Dakota,No,24,PayPal,Annually
1593,56,Male,Iowa,No,10,Bank Transfer,Every 3 Months
1594,61,Male,Maryland,No,25,Bank Transfer,Monthly
1595,40,Male,Colorado,No,3,Cash,Fortnightly
1596,34,Male,Wisconsin,No,45,Debit Card,Fortnightly
1597,42,Male,Mississippi,No,15,Debit Card,Monthly
1598,43,Male,Mississippi,No,34,Bank Transfer,Quarterly
1599,47,Male,California,No,21,Venmo,Bi-Weekly
1600,48,Male,Delaware,No,22,Debit Card,Bi-Weekly
1601,20,Male,Montana,No,24,PayPal,Weekly
1602,65,Male,Indiana,No,33,Credit Card,Monthly
1603,54,Male,West Virginia,No,13,Venmo,Fortnightly
1604,23,Male,Iowa,No,17,Debit Card,Bi-Weekly
1605,18,Male,Maine,No,25,Credit Card,Every 3 Months
1606,70,Male,Connecticut,No,15,Credit Card,Bi-Weekly
1607,55,Male,Kansas,No,4,PayPal,Fortnightly
1608,49,Male,Vermont,No,43,Debit Card,Quarterly
1609,26,Male,Nebraska,No,12,Bank Transfer,Bi-Weekly
1610,33,Male,Nevada,No,3,Venmo,Monthly
1611,20,Male,Tennessee,No,1,PayPal,Annually
1612,41,Male,Arkansas,No,6,Debit Card,Monthly
1613,18,Male,Wisconsin,No,26,Venmo,Monthly
1614,26,Male,Illinois,No,6,Credit Card,Fortnightly
1615,30,Male,Kansas,No,22,Cash,Bi-Weekly
1616,64,Male,New York,No,45,Cash,Bi-Weekly
1617,26,Male,Colorado,No,50,Cash,Quarterly
1618,43,Male,Wisconsin,No,50,Credit Card,Fortnightly
1619,63,Male,Michigan,No,39,Debit Card,Quarterly
1620,57,Male,Hawaii,No,50,Venmo,Bi-Weekly
1621,25,Male,Virginia,No,27,PayPal,Every 3 Months
1622,68,Male,Ohio,No,38,Debit Card,Fortnightly
1623,31,Male,Missouri,No,37,Bank Transfer,Every 3 Months
1624,64,Male,Indiana,No,50,Debit Card,Annually
1625,38,Male,Florida,No,40,PayPal,Every 3 Months
1626,34,Male,Minnesota,No,3,PayPal,Bi-Weekly
1627,32,Male,Nevada,No,45,Credit Card,Bi-Weekly
1628,69,Male,Maine,No,8,Credit Card,Annually
1629,45,Male,Massachusetts,No,7,Cash,Monthly
1630,35,Male,North Dakota,No,13,Venmo,Quarterly
1631,63,Male,New Jersey,No,29,Venmo,Every 3 Months
1632,65,Male,Indiana,No,7,Bank Transfer,Fortnightly
1633,35,Male,Oregon,No,50,Debit Card,Every 3 Months
1634,54,Male,North Dakota,No,33,Debit Card,Bi-Weekly
1635,28,Male,South Carolina,No,30,Cash,Every 3 Months
1636,68,Male,North Carolina,No,40,Cash,Annually
1637,58,Male,North Dakota,No,49,Cash,Fortnightly
1638,35,Male,Massachusetts,No,32,Venmo,Fortnightly
1639,68,Male,Tennessee,No,18,Venmo,Weekly
1640,41,Male,Missouri,No,50,PayPal,Annually
1641,65,Male,Tennessee,No,13,PayPal,Weekly
1642,50,Male,Colorado,No,1,Bank Transfer,Every 3 Months
1643,18,Male,Mississippi,No,16,PayPal,Fortnightly
1644,38,Male,Ohio,No,6,PayPal,Monthly
1645,68,Male,North Carolina,No,21,Debit Card,Monthly
1646,53,Male,Ohio,No,36,Venmo,Every 3 Months
1647,58,Male,Nebraska,No,20,Bank Transfer,Every 3 Months
1648,34,Male,Hawaii,No,8,Debit Card,Quarterly
1649,36,Male,Oklahoma,No,22,Credit Card,Monthly
1650,58,Male,Wisconsin,No,3,Credit Card,Quarterly
1651,60,Male,Arkansas,No,46,Credit Card,Fortnightly
1652,59,Male,Texas,No,42,Debit Card,Monthly
1653,65,Male,New Mexico,No,1,Bank Transfer,Fortnightly
1654,31,Male,Colorado,No,29,Debit Card,Bi-Weekly
1655,43,Male,Indiana,No,14,Credit Card,Quarterly
1656,37,Male,Arizona,No,4,PayPal,Monthly
1657,21,Male,Indiana,No,41,PayPal,Every 3 Months
1658,69,Male,Indiana,No,4,Debit Card,Bi-Weekly
1659,32,Male,Alaska,No,47,Cash,Weekly
1660,53,Male,Utah,No,44,Venmo,Annually
1661,59,Male,Louisiana,No,37,Venmo,Monthly
1662,64,Male,Iowa,No,21,Debit Card,Quarterly
1663,63,Male,New Mexico,No,46,Debit Card,Fortnightly
1664,43,Male,Maine,No,1,Cash,Bi-Weekly
1665,19,Male,Minnesota,No,35,PayPal,Weekly
1666,40,Male,New Mexico,No,49,Venmo,Monthly
1667,51,Male,Arkansas,No,47,PayPal,Annually
1668,51,Male,Oklahoma,No,24,Bank Transfer,Every 3 Months
1669,66,Male,Utah,No,28,Debit Card,Fortnightly
1670,42,Male,Wisconsin,No,22,Bank Transfer,Quarterly
1671,22,Male,Utah,No,20,Cash,Weekly
1672,31,Male,Utah,No,25,Bank Transfer,Weekly
1673,18,Male,South Carolina,No,15,Venmo,Quarterly
1674,21,Male,Hawaii,No,49,Venmo,Bi-Weekly
1675,35,Male,Alaska,No,10,Debit Card,Fortnightly
1676,35,Male,Colorado,No,21,Credit Card,Annually
1677,27,Male,West Virginia,No,34,Bank Transfer,Weekly
1678,65,Male,Oregon,No,41,Debit Card,Weekly
1679,41,Male,Ohio,No,30,Venmo,Fortnightly
1680,60,Male,Massachusetts,No,24,Debit Card,Bi-Weekly
1681,61,Male,Louisiana,No,6,Credit Card,Annually
1682,24,Male,Virginia,No,14,Credit Card,Bi-Weekly
1683,65,Male,New York,No,37,Credit Card,Bi-Weekly
1684,23,Male,Arkansas,No,37,Venmo,Quarterly
1685,30,Male,New Mexico,No,28,PayPal,Weekly
1686,33,Male,Minnesota,No,43,PayPal,Bi-Weekly
1687,22,Male,Illinois,No,25,Cash,Annually
1688,67,Male,Georgia,No,4,PayPal,Annually
1689,28,Male,Mississippi,No,13,Venmo,Fortnightly
1690,32,Male,North Carolina,No,32,Bank Transfer,Monthly
1691,40,Male,Nevada,No,1,Cash,Annually
1692,64,Male,Connecticut,No,4,Cash,Annually
1693,56,Male,Utah,No,33,Cash,Bi-Weekly
1694,63,Male,Tennessee,No,45,Bank Transfer,Fortnightly
1695,20,Male,Mississippi,No,20,Debit Card,Fortnightly
1696,54,Male,Nebraska,No,1,PayPal,Fortnightly
1697,31,Male,West Virginia,No,7,Credit Card,Bi-Weekly
1698,36,Male,South Carolina,No,48,Credit Card,Every 3 Months
1699,25,Male,Iowa,No,46,Bank Transfer,Quarterly
1700,20,Male,North Dakota,No,34,Debit Card,Annually
1701,62,Male,West Virginia,No,36,Bank Transfer,Monthly
1702,69,Male,Mississippi,No,44,Debit Card,Every 3 Months
1703,54,Male,Alabama,No,48,Bank Transfer,Weekly
1704,39,Male,California,No,12,Bank Transfer,Annually
1705,56,Male,Idaho,No,19,Cash,Every 3 Months
1706,39,Male,South Dakota,No,49,Venmo,Bi-Weekly
1707,37,Male,North Dakota,No,25,Venmo,Fortnightly
1708,25,Male,Nevada,No,25,Cash,Bi-Weekly
1709,35,Male,Florida,No,1,Credit Card,Quarterly
1710,45,Male,Indiana,No,19,Bank Transfer,Annually
1711,19,Male,Arkansas,No,7,Credit Card,Quarterly
1712,21,Male,North Carolina,No,19,Credit Card,Monthly
1713,65,Male,Illinois,No,9,Cash,Fortnightly
1714,49,Male,Missouri,No,37,PayPal,Quarterly
1715,30,Male,South Dakota,No,15,Cash,Monthly
1716,23,Male,Idaho,No,30,PayPal,Bi-Weekly
1717,69,Male,Connecticut,No,30,Cash,Every 3 Months
1718,29,Male,Hawaii,No,16,Debit Card,Bi-Weekly
1719,54,Male,Maryland,No,14,PayPal,Every 3 Months
1720,45,Male,Maryland,No,8,Venmo,Quarterly
1721,25,Male,Massachusetts,No,40,Debit Card,Bi-Weekly
1722,34,Male,Delaware,No,24,Credit Card,Monthly
1723,46,Male,Massachusetts,No,14,Cash,Fortnightly
1724,70,Male,New York,No,39,PayPal,Annually
1725,42,Male,Delaware,No,21,PayPal,Weekly
1726,45,Male,Massachusetts,No,32,Venmo,Quarterly
1727,57,Male,Indiana,No,45,Debit Card,Weekly
1728,49,Male,Virginia,No,19,PayPal,Monthly
1729,23,Male,Wyoming,No,1,Debit Card,Every 3 Months
1730,47,Male,Illinois,No,12,Venmo,Fortnightly
1731,23,Male,Alabama,No,26,Credit Card,Weekly
1732,21,Male,Idaho,No,12,Cash,Monthly
1733,45,Male,Rhode Island,No,36,Cash,Every 3 Months
1734,67,Male,New York,No,22,Credit Card,Annually
1735,31,Male,Missouri,No,16,PayPal,Quarterly
1736,58,Male,Texas,No,31,Venmo,Annually
1737,57,Male,Tennessee,No,43,Cash,Quarterly
1738,42,Male,Ohio,No,50,Venmo,Bi-Weekly
1739,60,Male,Tennessee,No,37,Credit Card,Weekly
1740,21,Male,Minnesota,No,23,Cash,Weekly
1741,69,Male,Wisconsin,No,10,Bank Transfer,Every 3 Months
1742,41,Male,Delaware,No,20,Bank Transfer,Monthly
1743,51,Male,Kansas,No,18,Venmo,Every 3 Months
1744,23,Male,Missouri,No,3,Bank Transfer,Weekly
1745,57,Male,Michigan,No,23,PayPal,Weekly
1746,40,Male,West Virginia,No,27,Cash,Weekly
1747,65,Male,Alabama,No,44,Bank Transfer,Fortnightly
1748,61,Male,New Hampshire,No,41,Venmo,Quarterly
1749,34,Male,Montana,No,41,Bank Transfer,Annually
1750,43,Male,Wyoming,No,36,Debit Card,Every 3 Months
1751,31,Male,Missouri,No,38,Venmo,Every 3 Months
1752,57,Male,Ohio,No,34,Cash,Annually
1753,34,Male,South Dakota,No,14,Venmo,Quarterly
1754,25,Male,Colorado,No,23,Credit Card,Fortnightly
1755,66,Male,Massachusetts,No,18,Credit Card,Fortnightly
1756,56,Male,Delaware,No,45,Cash,Monthly
1757,49,Male,New Hampshire,No,14,Bank Transfer,Weekly
1758,19,Male,Michigan,No,48,Debit Card,Annually
1759,27,Male,Pennsylvania,No,17,Venmo,Bi-Weekly
1760,68,Male,Louisiana,No,1,PayPal,Weekly
1761,20,Male,Minnesota,No,39,PayPal,Weekly
1762,21,Male,Hawaii,No,24,Cash,Weekly
1763,36,Male,Idaho,No,41,Bank Transfer,Fortnightly
1764,37,Male,Vermont,No,28,PayPal,Annually
1765,61,Male,Delaware,No,34,Venmo,Quarterly
1766,68,Male,New Mexico,No,41,Venmo,Quarterly
1767,60,Male,Alaska,No,27,Cash,Bi-Weekly
1768,69,Male,Minnesota,No,46,Debit Card,Fortnightly
1769,25,Male,Nebraska,No,2,PayPal,Every 3 Months
1770,32,Male,Alaska,No,45,Cash,Monthly
1771,53,Male,Michigan,No,34,Bank Transfer,Weekly
1772,46,Male,Indiana,No,9,Credit Card,Annually
1773,58,Male,Hawaii,No,1,Bank Transfer,Annually
1774,21,Male,West Virginia,No,17,PayPal,Annually
1775,46,Male,New York,No,6,PayPal,Weekly
1776,18,Male,Iowa,No,12,Cash,Bi-Weekly
1777,56,Male,Arizona,No,10,Venmo,Every 3 Months
1778,18,Male,Minnesota,No,4,Cash,Fortnightly
1779,49,Male,Texas,No,8,Debit Card,Bi-Weekly
1780,29,Male,Virginia,No,41,Venmo,Weekly
1781,67,Male,North Dakota,No,49,Credit Card,Weekly
1782,31,Male,Iowa,No,49,Bank Transfer,Quarterly
1783,52,Male,Utah,No,40,Bank Transfer,Fortnightly
1784,42,Male,Ohio,No,30,Credit Card,Monthly
1785,32,Male,Louisiana,No,4,Debit Card,Quarterly
1786,47,Male,Iowa,No,22,Venmo,Monthly
1787,45,Male,Maryland,No,22,Venmo,Monthly
1788,20,Male,Montana,No,10,Bank Transfer,Quarterly
1789,66,Male,Illinois,No,23,Cash,Bi-Weekly
1790,52,Male,Arizona,No,43,Debit Card,Quarterly
1791,50,Male,North Carolina,No,31,PayPal,Bi-Weekly
1792,62,Male,Montana,No,38,Cash,Annually
1793,38,Male,Iowa,No,22,Debit Card,Every 3 Months
1794,65,Male,Iowa,No,45,Cash,Every 3 Months
1795,60,Male,Ohio,No,21,Debit Card,Fortnightly
1796,68,Male,Wisconsin,No,9,Debit Card,Fortnightly
1797,62,Male,South Carolina,No,34,Venmo,Weekly
1798,62,Male,Oregon,No,26,Venmo,Weekly
1799,40,Male,North Dakota,No,1,Cash,Weekly
1800,32,Male,California,No,47,Venmo,Weekly
1801,22,Male,Mississippi,No,30,Credit Card,Weekly
1802,33,Male,New Jersey,No,48,Debit Card,Fortnightly
1803,57,Male,Rhode Island,No,31,Venmo,Bi-Weekly
1804,60,Male,New Hampshire,No,33,Venmo,Fortnightly
1805,30,Male,Louisiana,No,39,Credit Card,Weekly
1806,41,Male,Arizona,No,46,Debit Card,Weekly
1807,58,Male,Rhode Island,No,24,Venmo,Annually
1808,34,Male,Vermont,No,37,Venmo,Fortnightly
1809,67,Male,Tennessee,No,7,Debit Card,Monthly
1810,58,Male,Alaska,No,6,Debit Card,Fortnightly
1811,41,Male,Maryland,No,16,Cash,Bi-Weekly
1812,42,Male,Wisconsin,No,33,Bank Transfer,Annually
1813,50,Male,Nevada,No,18,PayPal,Bi-Weekly
1814,40,Male,Illinois,No,24,PayPal,Weekly
1815,32,Male,Montana,No,24,Cash,Quarterly
1816,51,Male,New Mexico,No,48,Credit Card,Every 3 Months
1817,26,Male,Virginia,No,4,Cash,Weekly
1818,32,Male,Delaware,No,20,Cash,Weekly
1819,58,Male,North Carolina,No,47,Debit Card,Every 3 Months
1820,51,Male,Nevada,No,50,Cash,Quarterly
1821,19,Male,Washington,No,31,PayPal,Monthly
1822,57,Male,Maine,No,29,PayPal,Quarterly
1823,66,Male,Connecticut,No,4,Cash,Annually
1824,62,Male,Louisiana,No,40,Bank Transfer,Bi-Weekly
1825,58,Male,Illinois,No,31,Cash,Monthly
1826,23,Male,South Dakota,No,41,Credit Card,Weekly
1827,45,Male,Indiana,No,44,Debit Card,Annually
1828,20,Male,Vermont,No,31,Bank Transfer,Weekly
1829,33,Male,New Hampshire,No,45,Cash,Every 3 Months
1830,30,Male,Oregon,No,50,Credit Card,Quarterly
1831,50,Male,Kansas,No,7,Venmo,Annually
1832,62,Male,Maine,No,5,Bank Transfer,Every 3 Months
1833,69,Male,Louisiana,No,48,Cash,Monthly
1834,34,Male,Louisiana,No,19,PayPal,Fortnightly
1835,49,Male,Indiana,No,39,Venmo,Fortnightly
1836,65,Male,Kentucky,No,45,Credit Card,Quarterly
1837,66,Male,South Carolina,No,35,Credit Card,Monthly
1838,41,Male,Montana,No,8,Venmo,Monthly
1839,37,Male,Vermont,No,11,Credit Card,Quarterly
1840,32,Male,Mississippi,No,32,Cash,Annually
1841,42,Male,Wyoming,No,46,Bank Transfer,Every 3 Months
1842,31,Male,Vermont,No,7,PayPal,Every 3 Months
1843,61,Male,Alabama,No,1,Debit Card,Annually
1844,36,Male,Kentucky,No,32,Credit Card,Monthly
1845,60,Male,South Dakota,No,31,Credit Card,Annually
1846,51,Male,Delaware,No,39,Bank Transfer,Quarterly
1847,68,Male,Wisconsin,No,9,Venmo,Quarterly
1848,46,Male,Arizona,No,49,Credit Card,Weekly
1849,19,Male,Maine,No,34,Cash,Every 3 Months
1850,30,Male,New Mexico,No,35,Bank Transfer,Monthly
1851,51,Male,Wyoming,No,50,Debit Card,Weekly
1852,28,Male,Delaware,No,4,Bank Transfer,Fortnightly
1853,41,Male,Pennsylvania,No,32,Cash,Weekly
1854,29,Male,North Dakota,No,11,PayPal,Fortnightly
1855,25,Male,Kentucky,No,49,Credit Card,Annually
1856,60,Male,Rhode Island,No,9,Cash,Annually
1857,63,Male,Arizona,No,30,PayPal,Bi-Weekly
1858,51,Male,Colorado,No,33,Cash,Monthly
1859,22,Male,Maine,No,8,Debit Card,Annually
1860,54,Male,New Jersey,No,29,Debit Card,Fortnightly
1861,18,Male,Kansas,No,4,Credit Card,Monthly
1862,29,Male,South Dakota,No,19,Debit Card,Monthly
1863,59,Male,New Hampshire,No,10,PayPal,Fortnightly
1864,25,Male,Connecticut,No,39,Debit Card,Monthly
1865,19,Male,Wyoming,No,21,Venmo,Quarterly
1866,56,Male,Missouri,No,12,Bank Transfer,Monthly
1867,31,Male,Alaska,No,9,Credit Card,Fortnightly
1868,45,Male,Delaware,No,20,Venmo,Quarterly
1869,23,Male,Indiana,No,44,Cash,Fortnightly
1870,18,Male,West Virginia,No,16,Debit Card,Every 3 Months
1871,43,Male,Wyoming,No,27,Debit Card,Fortnightly
1872,56,Male,Illinois,No,14,Cash,Every 3 Months
1873,43,Male,Alaska,No,24,Credit Card,Monthly
1874,64,Male,Wisconsin,No,49,Bank Transfer,Weekly
1875,67,Male,Indiana,No,14,Cash,Weekly
1876,63,Male,Tennessee,No,6,Credit Card,Quarterly
1877,54,Male,Illinois,No,20,Venmo,Quarterly
1878,69,Male,Pennsylvania,No,3,Credit Card,Annually
1879,34,Male,Oklahoma,No,5,Credit Card,Monthly
1880,56,Male,Tennessee,No,46,Cash,Bi-Weekly
1881,34,Male,New Jersey,No,8,Debit Card,Monthly
1882,58,Male,New Jersey,No,13,Cash,Bi-Weekly
1883,44,Male,Tennessee,No,25,Bank Transfer,Quarterly
1884,25,Male,Georgia,No,39,Debit Card,Fortnightly
1885,27,Male,Arizona,No,15,Bank Transfer,Bi-Weekly
1886,26,Male,Nevada,No,35,Cash,Monthly
1887,18,Male,Arkansas,No,46,Cash,Bi-Weekly
1888,64,Male,North Dakota,No,3,PayPal,Monthly
1889,62,Male,South Dakota,No,48,Credit Card,Weekly
1890,59,Male,North Carolina,No,27,Bank Transfer,Weekly
1891,36,Male,Hawaii,No,5,Credit Card,Weekly
1892,69,Male,New Hampshire,No,48,Debit Card,Quarterly
1893,39,Male,California,No,12,Venmo,Weekly
1894,28,Male,Delaware,No,10,PayPal,Fortnightly
1895,42,Male,Arizona,No,48,Debit Card,Bi-Weekly
1896,31,Male,Washington,No,3,Debit Card,Monthly
1897,57,Male,Nevada,No,19,Venmo,Monthly
1898,53,Male,Alaska,No,11,Debit Card,Fortnightly
1899,59,Male,Texas,No,25,Venmo,Monthly
1900,32,Male,New York,No,42,PayPal,Weekly
1901,65,Male,Iowa,No,34,Cash,Quarterly
1902,56,Male,Arizona,No,50,Cash,Quarterly
1903,31,Male,New Mexico,No,21,Venmo,Monthly
1904,59,Male,North Carolina,No,37,Bank Transfer,Weekly
1905,22,Male,Nevada,No,46,Cash,Monthly
1906,47,Male,Idaho,No,14,Bank Transfer,Fortnightly
1907,23,Male,Vermont,No,24,PayPal,Fortnightly
1908,69,Male,New Mexico,No,36,Credit Card,Every 3 Months
1909,18,Male,Georgia,No,19,Debit Card,Bi-Weekly
1910,50,Male,Kentucky,No,12,Credit Card,Monthly
1911,29,Male,New York,No,13,Debit Card,Quarterly
1912,65,Male,Arizona,No,32,Debit Card,Bi-Weekly
1913,29,Male,Colorado,No,5,Credit Card,Bi-Weekly
1914,49,Male,Kentucky,No,29,Cash,Annually
1915,28,Male,Alaska,No,40,Credit Card,Fortnightly
1916,51,Male,Alabama,No,44,Cash,Weekly
1917,26,Male,Connecticut,No,3,Debit Card,Bi-Weekly
1918,38,Male,Hawaii,No,35,PayPal,Bi-Weekly
1919,35,Male,Idaho,No,33,Debit Card,Monthly
1920,34,Male,Virginia,No,20,PayPal,Bi-Weekly
1921,51,Male,Connecticut,No,40,Cash,Every 3 Months
1922,47,Male,Michigan,No,13,Venmo,Annually
1923,18,Male,Kentucky,No,9,PayPal,Monthly
